what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462673910886
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673920970
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673921545
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673921562
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673921593
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673921621
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673921805
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673921966
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673922117
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462673922362
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462673929192
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462673935409
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462673966118
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462673970467
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1462673970507
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1462673971065
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462673996776
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674010563
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674012069
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674015079
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674034545
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674042208
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674053419
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674054166
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674071813
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462674085793
